DayOfWeek_Month,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
01_01,0.7268130911729429,0.7230847757559151,0.7471914611542146,0.8123790878556686,0.9193423730187292,1.5329165673639247,1.39645096020525,1.1702510534131358,1.1522810362478326,1.0588184211973644,0.9654715923399713,0.9243674937982019,0.9007702676494341,0.8831476090633572,0.863162912138542,0.8982692858790053,1.321259406422081,1.396242545057714,1.1218524247076156,1.0468461288333673,0.979018576929794,0.893892567780755,0.8098549488466249,0.7563154131685568
01_02,0.6360207496991698,0.6237954152467817,0.6562850757889841,0.735916596725754,0.8976975114517711,1.4617920378591003,1.3298312317353098,1.162680877311842,1.1459051702344958,1.0757990959926385,1.045523950127916,1.0162802220581841,1.0170082816781774,0.9924969411384021,1.0055413426632824,0.9944384334583842,1.167716623016796,1.6532717179173453,1.146845580576987,1.0286875714155703,0.9451427300213361,0.8413638983547875,0.733853761135773,0.6861051843912107
01_03,0.5217322233254411,0.49699839608951346,0.5132024746047507,0.5758680210799664,0.7392041548919269,1.2265240968456428,1.178840601848316,1.0101031085312762,1.0131092950431528,1.0236187275643474,1.0352279844191552,0.9962697624684946,1.047008325059192,1.123653860841671,1.2402107996639427,1.3917421522951197,1.3640999007103032,1.6371251813946384,1.4914106774612386,1.2503536240739328,0.975641946078057,0.8316138394561979,0.7417215305888644,0.574719315664859
01_04,0.5511113508639772,0.5107455308032127,0.5105836976185476,0.5730281878729148,0.7309542570797201,1.116949521532483,1.0221615133714668,0.974998699554766,0.9877604021169321,0.952966267413925,0.9804779088070004,1.0249820345899165,1.1391206678316088,1.2959601427985195,1.6029345750819277,1.924820779380911,1.556604046214934,1.1560437951423073,1.1329478877879522,1.2012646107430258,0.9262175538914137,0.8122407538343867,0.7006683325209564,0.6144574831471932
01_05,0.5871145420571185,0.5238658368049393,0.5232675705804578,0.5907520007019657,0.6783142453170711,0.7956462172623737,0.7964598593276684,0.8340788395230622,0.8641835959389687,0.930016811280908,1.0045607828512968,1.1016234951111679,1.3114952866592613,1.4943972368077312,1.8737698150759101,1.9686309076296893,1.5581963469864333,1.1696343995102192,1.0542886714301953,1.1154793408701582,0.9464571671296581,0.8583445175880299,0.7557059641159919,0.6637165494397238
01_06,0.6407354414488441,0.6087753096352249,0.6036049518758276,0.6118866753665436,0.656040615524228,0.6966485138557771,0.7169639018661521,0.7656247467964086,0.8147660231998833,0.9076036859770251,1.03617629928593,1.1948101962047821,1.3941435022119864,1.5774853034677814,1.9571863111346668,2.0263226878997043,1.3824758807195414,1.1730077583963503,1.0519619048345323,1.0078765977444504,0.9024333282176279,0.8364998279407124,0.7572743902380901,0.6796961461579305
01_07,0.40469467840735074,0.38613849540581935,0.36858728943338437,0.3725354134762635,0.39488418836140887,0.4067644525267994,0.4228799770290965,0.46194247702909647,0.5040558001531394,0.5904598966309342,0.7053622702909648,0.8516582120980093,1.1410676684532923,2.0968367151607965,3.844025172281776,4.189198889739663,2.4754378828483925,0.9217433958652375,0.7363370980091886,0.6804651607963246,0.6061447166921899,0.5258063744257275,0.4790749425727413,0.43389883231240434
01_08,0.2504413394079631,0.23905249707769105,0.2349601760568746,0.24106382932409232,0.25138170253615066,0.27394171054665145,0.2805242524439647,0.29772070779739535,0.327403095797317,0.36870941690955755,0.4209431058539782,0.5076916044292846,1.0491056754832968,2.870789317300723,5.909712079094988,5.210586921551513,2.4924237641952387,0.6165734647810065,0.45143525099206133,0.4372427334092299,0.37322838416445914,0.32836087305750805,0.29745949581734327,0.26924860197171513
01_09,0.5765207589797724,0.5476927478609606,0.5396422149817853,0.5490542350390565,0.584433169971315,0.6597490621277182,0.6596898670330186,0.6856370502097726,0.7374919531668142,0.8193587691366642,0.9273306218691344,1.1029427361452648,1.5564955517352794,1.9048192206472494,2.4103650610819383,2.4436129726050035,1.4577186703795144,1.1081913678753155,1.031277208162017,0.9283764018754977,0.7957793897479029,0.7122945745229244,0.6526259190655068,0.6089004757805736
01_10,0.6254541395374799,0.5740707472219655,0.6117239947884053,0.6534586116019026,0.7295604504854913,0.8418713601250226,0.8463504012474341,0.8515829259231483,0.8733711586728226,0.9259266365156967,0.9993494227653196,1.0705954787498453,1.2964940340497824,1.5382576041664848,1.840237068251308,1.8124418971739138,1.3480448671549194,1.2031876540324453,1.1423857173006453,1.0149004861015425,0.9193545855229998,0.8394434686754911,0.7688881059481598,0.673049183987777
