DayOfWeek_Month,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
01_01,0.6944539915638183,0.694787272821955,0.7157631620059366,0.7726292766755196,0.8864864864864865,1.4633546841639327,1.3331458626256314,1.1482372545956363,1.1540071863771286,1.071290944123314,0.9817424360776963,0.9454980992553248,0.9281674738322138,0.915981877831589,0.8960266625006511,0.9367286361506016,1.3213560381190441,1.3929073582252776,1.171462792272041,1.0993698901213351,1.0249023590064055,0.8992969848461179,0.823496328698641,0.7289069416237047
01_02,0.5871547946311687,0.5747074405469373,0.6048977335670245,0.6737403366381451,0.8271212195313361,1.3656057678199955,1.260048929566219,1.1104350090932562,1.1095069169027652,1.0708000131934674,1.0466969130698356,1.0257056514672613,1.0425477950417583,1.0336763255738308,1.0581888781344437,1.0966501103815527,1.2246722390110358,1.6734048131133967,1.2061376920303493,1.1283417290039044,1.045031806492778,0.8589220254702163,0.7370689802245848,0.6389368794947357
01_03,0.49941882614371913,0.47820487549620755,0.49330920835723585,0.547553280162923,0.6959660788929145,1.1172539248018485,1.0760988605456758,0.9328834797243246,0.950151635551399,0.9865972027638241,1.0245277465215747,1.0262885044253183,1.108047070220828,1.2360096205266187,1.3750882809717047,1.5250921260002597,1.4356328961197031,1.630673958372925,1.4928257070653945,1.2885353623298572,0.9980315221628328,0.8084000173247263,0.7158011227483378,0.5576086927698436
01_04,0.4945279591821887,0.45921977646234313,0.47087923680005034,0.5333087598728321,0.6814091262922285,1.052668847561286,0.9596259660643743,0.9139387296329259,0.9174501478045148,0.9132985263198735,0.9612555744975978,1.0382739730678106,1.2088396557452186,1.3855551702480058,1.7175878885173228,2.0269224893238817,1.6244092063176425,1.2048820352645324,1.1796813048507526,1.2282203560403424,0.9554937446801286,0.8235148616894091,0.6876753587199813,0.5613613050447536
01_05,0.5519793919698308,0.49405303752736957,0.4885562302562596,0.537667704674868,0.6133837262856491,0.7247390474032999,0.7374916402722752,0.7602184397895556,0.8187444459343198,0.918826315048676,1.0217865123340861,1.1483330099100773,1.396089104911564,1.6219579127789943,1.9746730440735674,2.0772934387276725,1.6156415815147367,1.1833326809344906,1.0587650339760988,1.0930651113478256,0.9696767794039629,0.8457087841478742,0.7177431108764326,0.6302739159005145
01_06,0.6025392870992597,0.5681516387181687,0.5608792655104512,0.5732483434870123,0.6106980437450372,0.6567094022115939,0.6726844491748072,0.7287482016320871,0.7990545243327363,0.9347719157465683,1.0733096180996813,1.235699092967857,1.470913025303897,1.7237337559323058,2.0669454521646724,2.071196063651732,1.3905341635343869,1.153144562759473,1.0549775969943544,0.9864238960916869,0.8826163084480064,0.8094896748080762,0.737229279528068,0.6363024380580816
01_07,0.3983485938052156,0.37950164767128164,0.3629990777637639,0.3662628172162256,0.3872128067297389,0.418011474802265,0.4312847813782979,0.4728055230745804,0.5233245323457839,0.6124682891512265,0.7242513653980412,0.8847951687462471,1.1714526226272526,2.1104557455892112,3.807289975780525,4.122275309064058,2.4403232710943583,0.929568157854666,0.7405240944990475,0.6829834485889209,0.6105146422958797,0.5228073905311333,0.4732422206069521,0.4272970433853252
01_08,0.24557232029789086,0.23301881598185903,0.22901376684659486,0.23318195443950726,0.24350046188575822,0.2837140916960486,0.2892771131018535,0.3043918912029626,0.3445402656301937,0.3988082735668797,0.4589737367475493,0.5789294446562979,1.099952893770354,2.8265940156735274,5.682724249104268,5.030521166195265,2.4617593259118933,0.686144039022719,0.5228505998397164,0.5045954064288788,0.4479292631647638,0.3346540750967105,0.29466068220424524,0.26469214753426423
01_09,0.564597250883145,0.5350308372098447,0.5273267811549088,0.5351987222086204,0.5684212980774835,0.6589299663064135,0.6592284285264592,0.6981777482424538,0.7423501568092522,0.8317955533792685,0.9584927657887681,1.1232439112541244,1.580058992923181,1.9133853310482318,2.4016695230433824,2.4139251279540184,1.460655451016054,1.1081715691418044,1.0287060030545743,0.9255126904736921,0.7947489303160667,0.7177456775442155,0.6530539913492591,0.5995732922947781
01_10,0.589200979301135,0.5401825061206322,0.5639172045403962,0.5970531938571111,0.6639305586467839,0.7990385043400845,0.8097395949254395,0.810790117961273,0.8520097930113509,0.9247985755619852,1.0179924326730472,1.1175784553750276,1.3618339639439128,1.6318183841531269,1.993127086579123,1.9717961273091476,1.364949922101046,1.1568573336300914,1.1021411083908297,1.0087513910527486,0.9400044513687957,0.7995904740707767,0.7333363009125304,0.6495615401736032
