DayOfWeek_Month,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
01_01,0.731335955620517,0.7286045632311696,0.7499365120570659,0.8133003007917654,0.9193505606690784,1.5208663705777121,1.3797143324736598,1.1605257366012225,1.1458981145491793,1.0530307733113617,0.9619693113392289,0.9216304832420048,0.8980637588248244,0.880975626273286,0.8633683034328637,0.9012466210305928,1.3134837104046864,1.391881444026208,1.1376813638903156,1.0619924491673205,0.989531543631736,0.8984700816596032,0.8116298624710072,0.7655122207235935
01_02,0.6299501827371552,0.6163898425469214,0.6480010930993182,0.7236022054017325,0.8831060761796673,1.437721035637746,1.312191873397434,1.147724740850525,1.1286102743950102,1.0624629940334998,1.038178463235303,1.0198912070746176,1.0262134571850967,1.0095215351644387,1.0250021849676685,1.0099351403118535,1.1639735144989531,1.6449372144924288,1.1549923741550945,1.0484595054710362,0.9755763698516313,0.859116977629624,0.7521114173485203,0.6823303203347246
01_03,0.5219521011833563,0.4966562621214307,0.5118142697288659,0.5758580703596373,0.7351146293863079,1.2180507013421662,1.1697741529975856,1.0083486829145456,0.9962612684880376,1.011443645882623,1.030939475602797,0.9934100033914622,1.047730258949297,1.1275900514405592,1.2346952659657646,1.3871282845903747,1.3552769727850407,1.6524665270819416,1.501373846750594,1.2715911237111939,0.9891452906401743,0.8392223600920368,0.7459348148810045,0.5782219397132083
01_04,0.5495316172418834,0.5077876364944952,0.5095644546405316,0.5714157192177501,0.7269435354182832,1.0991307085905784,1.0066911822588083,0.9615510048019071,0.9693780011920424,0.9376426796216952,0.9640700381228704,1.0131012224059017,1.1386030610753124,1.2940184204311596,1.604331837657299,1.9325708759263631,1.5582020399671628,1.1617016969737861,1.146744936630568,1.222023548463277,0.9488658727213433,0.8379609324921561,0.7227151580580953,0.6154538195967297
01_05,0.6089052803057899,0.5453201527789989,0.5389662778912014,0.59508444295861,0.6799573702919632,0.7895037387954499,0.7959271816564716,0.8278588813663149,0.8609964259453754,0.9263207528027679,0.9920161088506886,1.0819443089049905,1.2821145571950192,1.4823311841338642,1.854890870073114,1.9690982927826124,1.5554239346679433,1.1557327391713101,1.0483893564865854,1.1096323622481663,0.9606177636022297,0.8756752682956522,0.7749640323916214,0.6883287164032584
01_06,0.6560952760728004,0.6214313924891103,0.6142421854578826,0.6242933379633251,0.6651161282075254,0.7056870672499949,0.7270486282695343,0.7707791551155367,0.8158147290977812,0.9036421118104857,1.0267973494568983,1.1796710289075574,1.3605459828779343,1.5603326725419229,1.9443141729263775,2.010505247854018,1.3700476418523275,1.1660710640140886,1.053173038947262,1.0146627006462274,0.9095262717054715,0.8412059093450152,0.7618498852359865,0.6971470219549377
01_07,0.40618441807745176,0.3878581131065227,0.3689963782426846,0.3727078809094398,0.39519593641161577,0.3758352782384762,0.39032839193062524,0.4291470591665243,0.47094709739702983,0.5555206827542392,0.6843037408600444,0.8259371163956645,1.121129351445331,2.0962445373221508,3.873214663274934,4.2656847747771955,2.5167030295901074,0.9385477579633787,0.751171633167651,0.693673763985951,0.6179226030005369,0.536452077249959,0.49013739151333474,0.4361563232191505
01_08,0.25434383026642887,0.242639266160353,0.23848266761451029,0.24390885483753508,0.254135130757851,0.276683373497119,0.2831182750116035,0.2991098748563832,0.3295626114830383,0.36884159815996603,0.4186859974586488,0.5050702023841747,1.047419354488072,2.867166023720004,5.90434388461526,5.205852716843681,2.4886633774754534,0.6118373926474728,0.44926917127816496,0.4349384716891508,0.3740938691258425,0.3293365203487456,0.29964031944068537,0.27285721583985795
01_09,0.5867666918210838,0.5578125038575136,0.5494185544137773,0.5588000273214826,0.5941731178008512,0.6716937097224155,0.6730367416334132,0.6989888582665178,0.7471800033082037,0.8232983119109321,0.9300890993045366,1.092200951149683,1.5496415701293904,1.8933589869984309,2.3856789347255223,2.4122433159062875,1.4326397901183463,1.0898308948361575,1.0214350197216664,0.9310568722992263,0.7993409926750447,0.717791305020487,0.6629047508930915,0.6206189961659402
01_10,0.6472846825755686,0.5926597052894915,0.6222135827145991,0.659434835339906,0.7331065462582247,0.8515046125110399,0.8500847282147067,0.8523971112115923,0.8712815723528246,0.9219511576705445,0.993148213100968,1.0538584087999021,1.2760500171146767,1.5078765545831414,1.8221780856071907,1.7919345500952928,1.3303910175414873,1.180126690866679,1.1307552854770344,1.0176919273661569,0.9420932306171003,0.8592125558339919,0.7882386250787062,0.7045263037791741
01_11,0.5656518844951508,0.5659046672115539,0.599423655406601,0.6618862646297998,0.7941927383951669,1.199656215505692,1.0993014770936729,1.0313787611961678,1.0199024258714684,1.0409339478762039,1.0413889567657295,1.0627996528450696,1.1475071411117383,1.2155309700958048,1.2515525071832423,1.250288593601227,1.6669503450484082,1.3842634332948542,1.1284220460233065,1.031884326628974,0.9724803882742524,0.8846131160525453,0.7660327437878647,0.6180537416055074
01_12,0.7003946000595556,0.6867859798402699,0.7087395086845893,0.7741935483870968,0.9127618259658609,1.6234912743994967,1.4864635953361236,1.2159815698770198,1.162039224636738,1.0464515415792206,0.9775311552170836,0.9268197874188021,0.900201668625105,0.8847100946647862,0.8722783205336464,0.9168272942703644,1.4999224351441907,1.2848163674327462,1.0888180007524682,1.0054331061069397,0.9449646143778496,0.8525073062527975,0.7768895957890309,0.7509775846482211
02_01,0.5847002160388389,0.58612443644657,0.6163025121130908,0.7061631213522396,0.8541858126476547,1.5371957292633989,1.486193241689241,1.1906867533067413,1.125037890999023,1.0196263346051877,0.95565189358764,0.916505078596758,0.8834978083365012,0.8633277679675508,0.8736822352561913,0.9285724596190209,1.4866359047889413,1.6496129103655341,1.259915412855514,1.115895935679127,1.0159310600337772,0.8960655911236425,0.8276452728873664,0.6208446204404496
02_02,0.5747703622443855,0.5536645473297127,0.5885833919176781,0.6780127160217237,0.8510000540778566,1.2738579915484036,1.1487063804145454,1.0755931182064693,1.0767055769721035,1.0489868127283823,1.0313110790077487,1.0214534582789336,1.0465146821380837,1.04466058419536,1.061749186900798,1.0714522994677194,1.2331914433379945,1.8791900682153535,1.231862673145709,1.1104501595296772,1.0186414097324692,0.913792171071437,0.8264641579691446,0.6393856755483108
